ATT:Id;ATT:Name;ATT:ParkingArea;ATT:Description;ATT:Type;COM:Id;LOC:Id;ADD:Id
102;CAMPING BELVEDERE;False;Il Campeggio Belvedere, non a caso il nome, è immerso nella natura rigogliosa delle colline e delle montagne più panoramiche del Trentino, meta di suggestive ed indimenticabili escursioni a piedi, mountain bike, gite a cavallo adatte a tutte le età. A pochi metri dalla spiaggia e dalla riva pulita del lago di Caldonazzo vi è quindi la possibilità di praticare i più svariati sport acquatici quali canoa, surf, vela, sci nautico, immersioni ecc. La gestione familiare dedica attenzione al benessere ed al divertimento delle vostre vacanze, proponendo serate a tema con musica, balli ed uniche gite nei più rinomati rifugi gastronomici. Le piazzole più o meno alberate hanno un manto erboso particolarmente curato ed hanno una superficie dai 65 agli 80 mq. Buone vacanze.;campeggio;43;93;52
103;CAMPEGGIO AI CASTAGNI;False;"Parco tende e roulotte, bar, parcheggio privato, parco giochi per bambini, campo bocce, lavanderia e stireria a gettoni.

Situato in posizione panoramica ed immersa nel verde, punto di partenza di passeggiate rilassanti nella zona di Torcegno.
";campeggio;44;94;53
104;CAMPING FLEIOLA;False;"Situato su di una penisola che si protende nel lago di Caldonazzo, in uno degli angoli più tranquilli e affascinante del lago il campeggio...
skip ...è l´ideale per chi vuole trascorrere una vacanza all´insegna della tranquillità e degli sport d´acqua e di montagna. Con la sua spiaggia privata di oltre 300 mt. e le acque temperate e limpide del lago è un´ottima palestra per chi pratica windsurf, canoa, vela, immersioni, pesca, nuoto o semplicemente per chi vuole abbronzarsi in spiaggia. Inoltre l´anfiteatro di montagne che circondano il lago è un paradiso per chi pratica la mountain bike e per chi vuole fare escursioni in montagna, al ritorno delle quali ci si può rinfrescare nelle acque del lago. Ibambini potranno scorazzare all´interno del campeggio in tutta sicurezza e usufruire delle attrezzature a loro dedicate. Essendo posizionato nel paese di Calceranica al Lago in un raggio di circa trecento metri troverete banche, ufficio postale, edicole e negozi inoltre la fermata delle corriere e la stazione del treno, con il quale si potrà andare a Trento per visitare il bel centro storico, i vari musei, il mercato o per far shopping oppure in direzione opposta si potrà prendere il treno per fare una bella gita a Venezia. La famiglia Tomasi che lo gestisce da oltre 38 anni, sarà lieta di ospitarvi e farà di tutto perchè possiate passare un piacevole soggiorno in Valsugana terra di laghi e montagne.

Segnalato da: ADAC,ANWB e ACSI ";campeggio;45;95;54
105;CAMPING 2 LAGHI;False;"Percorrendo la strada statale della Valsugana che collega il Trentino al Veneto a soli 22 chilometri dal casello autostradale di Trento Interporto, in un verde parco di 100.000 metri quadrati vicino al lago di Levico, immerso in una fresca e rigogliosa vegetazione, si presenta ai Vostri occhi il Camping Due Laghi. La ricettività del campeggio è tra le più grandi della zona.
Oltre 400 piazzole di varie tipologie, tutte di 80 mq e con corrente elettrica, 62 di esse poi hanno punto di carico e scarico acqua autonomo con corrente elettrica 6 ampere e tv via satellite con programmi europei. Tutte le piazzole sono in erba e godono di un'ottima ombreggiatura. Un grande blocco per i servizi igienici è situato al centro del campeggio. Recentemente è stata aggiunta una spaziosa sala tv, e un'accogliente baby room. La nostra ospitalità e l'atmosfera sono spontanee e famigliari.
Per lo sport e il tempo libero il Due Laghi vi offre al suo interno la scelta tra due piscine per grandi e per bambini, due campi da tennis, campo da pallavolo e calcetto, 5 campi da ping-pong oltre alla nostra spiaggia sul lago di Levico a soli 250 metri dal campeggio.

Segnalato da: ANWB, ACSI, ADAC Empholen, ADAC Camping Caravaning Führer, Kosmos (KCV), DCC, ALAN ROGERS, UEM, ECC Europa Camping Caravaning.";campeggio;46;96;55
106;CAMPING AL PESCATORE;False;"Auto:

Autostrada A22 del Brennero, uscita Trento Centro (km 17 dal casello).
S.S. 47 della Valsugana, uscita S. Cristoforo (provenienza da Trento) e uscita Caldonazzo (provenienza dal Veneto).

Viaggio con trasporti pubblici:

Stazione FS di Trento (linea Monaco-Roma).
Stazione FS di Calceranica al Lago (linea della Valsugana, Trento-Venezia).
Collegamento pullman Società Atesina: da Trento.

Aereo:

Aeroporti più vicini:
Verona - Aeroporto Catullo
Venezia - Aeroporto Marco Polo
Milano - Aeroporto di Linate
Bolzano - Aeroporto Bolzano Sud ";campeggio;47;97;56
107;ZISCHGALM;False;"Rifugio - bar- ristorante
cucina tipica 
orari: 8.30-20.00";Rifugio / Malga;48;98;57
108;BAITA CIAMP DELE STRIE;False;;Rifugio / Malga;49;99;58
109;RIFUGIO MALGA MONTE CORNO;False;;Rifugio / Malga;50;100;59
110;MALGA MONTE CORNO;False;"Aperto da maggio a metà settembre.
Giorno di chiusura:lunedì";Rifugio / Malga;51;101;60
111;MALGA BOCCHE;False;;Rifugio / Malga;52;102;61
112;BAITA DOSS DEI LARESI;False;"Rifugio
Orari:7.30-17.00 e mercoledì,venerdì e sabato 19.30-22.30";Rifugio / Malga;53;103;62
113;BAITA SEGANTINI;False;;Rifugio / Malga;54;104;63
114;RIFUGIO BAITA LA MOREA;False;;Rifugio / Malga;55;105;64
115;BAITA MONTE CAURIOL;False;;Rifugio / Malga;56;106;65
116;CAPANNA PASSO VALLES;False;;Rifugio / Malga;57;107;66
117;MALGA VARENA;False;;Rifugio / Malga;58;108;67
118;RISTORANTE BAITA EL ZIRMO;False;;Rifugio / Malga;59;109;58
119;MALGA ORA;False;;Rifugio / Malga;60;110;67
120;BAITA PASSO FEUDO;False;;Rifugio / Malga;61;111;68
121;RIFUGIO PAION;False;"Bar-Self Service-Pizzeria-Paninoteca
Orari:8.30-16.30";Rifugio / Malga;62;112;69
122;MALGA SADOLE;False;;Rifugio / Malga;63;113;70
123;MALGA CISLON;False;;Rifugio / Malga;64;114;71
124;CHALET LA BAITA;False;;Rifugio / Malga;65;115;72
125;BAITA ISI;False;;Rifugio / Malga;66;116;73
126;MALGA GURNDIN;False;;Rifugio / Malga;67;117;73
127;MALGA DAIANO;False;;Rifugio / Malga;68;118;74
128;MALGA LA MENS;False;;Rifugio / Malga;69;119;75
129;CAPANNA CERVINO;False;;Rifugio / Malga;70;120;63
130;MALGA VENEGIOTA;False;;Rifugio / Malga;71;121;76
131;EPIRCHER LANER;False;;Rifugio / Malga;72;122;75
132;RIFUGIO PASSO MANGHEN;False;"Bar- Ristorante-rifugio
apertura: dal 1 maggio al 31 ottobre. 
chiuso in inverno";Rifugio / Malga;73;123;77
133;BAITA GARDONE;False;;Rifugio / Malga;74;124;78
134;BAITA CASERINA;False;"Rifugio - bar - ristorante
cucina tipica
orari: 8.30 - 24.00";Rifugio / Malga;75;125;75
135;MALGA ARODOLO;False;Da Molina di Fiemme direzione Passo Manghen, presso Ristorante Pineta, a sinistra su strada sterrata.;Rifugio / Malga;76;126;79
136;MALGA VENEGIA;False;;Rifugio / Malga;77;127;76
137;BAR RISTORANTE BUCANEVE;False;;Rifugio / Malga;78;128;58
138;BAITA PASSO LUSIA;False;;Rifugio / Malga;79;129;80
139;MALGA SASS;False;;Rifugio / Malga;80;130;81
140;BAR RISTORANTE MONTE AGNELLO;False;"Bar- rifugio - cucina tipica, self-service
orari: 8.00-16.30";Rifugio / Malga;81;131;75
141;WAIGLER SCHUPF;False;;Rifugio / Malga;82;132;75
142;GANISCHGER ALM;False;"Ristorante e self service
Orari: 8.00-18.00";Rifugio / Malga;83;133;82
143;MALGA JURIBELLO;False;;Rifugio / Malga;84;134;83
144;RIFUGIO TORRE DI PISA;False;;Rifugio / Malga;85;135;84
145;RIFUGIO LAGHI DI COLBRICON;False;;Rifugio / Malga;86;136;63
146;MALGHETTE;False;;Rifugio / Malga;87;137;85
147;MALGA COSTA;False;;Rifugio / Malga;88;138;67
148;RIFUGIO LATEMAR;False;"Bar ristorante - cucina tipica
orari: 8.30-20.00";Rifugio / Malga;89;139;86
149;MALGA VALMAGGIORE;False;;Rifugio / Malga;90;140;87
150;MALGA VALAZZA;False;;Rifugio / Malga;91;141;66
151;MALGA ROLLE;False;;Rifugio / Malga;92;142;88
152;NOLEGGIO SCI CASTELIR SERVICE;False;Noleggio Sci(Sci slpino,sci da fondo,sci da alpinismo,snowboard,racchette da neve,bob e slitte)/Articoli Sportivi;Noleggio sci;93;143;89
153;NOLEGGIO SCI VARESCO MARIO;False;"Orari: 8.30-12.30, 16-19
Chiuso:mai in stagione";Noleggio sci;94;144;90
154;UFFICIO SKIPASS - LATEMAR 2200;False;"Ufficio Skipass
Orari Biglietteria: 8.30-17.00";impianti di risalita;95;145;91
155;NOLEGGIO SCI DI FONDO E PATTINI CENTRO DEL FONDO;False;"Noleggio attrezzatura sportiva e eventuale sciolinatura
Noleggio Sci: dal 08.12.12 al 10.02.13orario 09.00-12.00 e 13.00-17.00, Natale dal 22.12 al 04.01.13 orario continuato 09-17.00
Noleggio Pattini: 01-21.012.12 aperto mer-gio-ven-sab-dom 14.30-17.00 e ven-sab 20.30-22.30, dal 22.12 al 04.01.13 tutti i giorni 10.00-12.00, 14.30-17.00 e 20.30-23.00, dal 05.01 al 10.02.13 mer-gio-ven-sab-dom 14.30-17.00 e gio-ven-sab 20.30-22.30";Noleggio sci;96;146;92
156;NOLEGGIO SCI CASTELIR SERVICE c/o CASTELIR;False;"Noleggio Sci (sci alpino,snowboard,racchette da neve,bob e slitte). Noleggio Biciclette e Mountain Bikes.
Orari: lunedì-venerdì 8.30-17, sabato-domenica 8-17";Noleggio sci;97;147;93
157;SPORT VENTURA-NOLEGGIO SCI-PAMPEAGO;False;"Noleggio sci
orari: 08.30-12.00 , 14.00-18.00";Noleggio sci;98;148;94
158;UFFICIO SKIPASS - SKI AREA LUSIA;False;"Ufficio Skipass
Orari:8.00-16.30";impianti di risalita;99;149;89
159;UFFICIO SKIPASS - PAMPEAGO;False;"Ufficio skipass
orari: 8.00-17.00";impianti di risalita;100;150;95
160;NOLEGGIO PLUSSERVICE - ZIANO DI FIEMME;False;Orari: 8.00-11.30 , 15.00-18.30;noleggio;101;151;96
161;NOLEGGIO SCI SPORT VENTURA;False;"Noleggio sci
orari: 9.00-12.30 , 15.00-19.30
chiuso giovedì - in stagione sempre aperto";Noleggio sci negozio;102;152;97
162;CENTRO VISITATORI DEL PARCO NATURALE DI PANEVEGGIO;False;;Attrazione naturale;103;153;98
163;UFFICIO SKIPASS - ALPE CERMIS;False;"Ufficio skipass
orari: 8.00-18.00-  serale 19.30-22.30 mercoledì,venerdì,sabato (periodo mondiali sempre) 
";impianti di risalita;104;154;99
164;NOLEGGIO LOCAL MOTION 2;False;Orari: 8.00-11.00 , 15.00-18.00;noleggio;105;155;100
165;NOLEGGIO SCI MATTIOLI MAURO;False;"Nolleggio Sci (Sci alpino, sci da fondo, snowboard, racchette da neve, bob e slitte)
Orari: 8.30-12.30, 14.30-18.30
";Noleggio sci;106;156;90
166;NOLEGGIO SCI LANTERNA;False;"Noleggio Sci (sci alpino,sci da fondo,sci da alpinismo,snowboard,racchette da neve,bob e slitte)
Dal 1 dicembre 8.30-12.30,15.00-19.00";Noleggio sci;107;157;101
167;STADIO DEL FONDO - SEDE CAMPIONATI DEL MONDO;False;"Area adibita alla pratica dello sci di fondo
Illuminazione notturna: Martedì e Giovedì 17.30-21.00";piste da sci;108;158;102
168;PANET RENTA SPORT;False;"Nolleggio Sci (Sci alpino,snowboard)
Orari:9-12.15, 15.30-19.15";Noleggio sci;109;159;103
169;NOLEGGIO SCI NONES SPORT;False;"Noleggio Sci/Bastoncini da Nordik Walking/Biciclette e Mountain Bikes
Orari: 8.30-12.00 , 15.30-19.00
Chiuso: Giovedì e Domenica Durante i Mondiali: Aperto tutti i giorni";Noleggio sci;110;160;104
170;STADIO DEL SALTO;False;Stadio del salto;piste da sci;111;161;105
171;Il Catinaccio;False;"Il gruppo del Catinaccio (in tedesco Rosengarten-Gruppe o solo Rosengarten, in ladino Ciadenac o Vaiolon) è un massiccio delle Dolomiti situato tra la valle di Tires, la val d'Ega e la val di Fassa nel Parco naturale dello Sciliar. Caratteristica del gruppo è la colorazione rosata che assume al sorgere e al calar del sole, fenomeno visivo chiamato enrosadira.Esistono due nomi originari, relativi ai due versanti della catena che funge da confine linguistico tra il mondo ladino e quello germanofono. Quello ladino, &quot;Ciadenac&quot;, &quot;Catenaccio&quot;, costituisce anche la base della forma italiana più recente ed è da riferirsi, secondo Karl Felix Wolff alla ghiaia dolomitica tipica della catena. L'altro nome, quello tedesco di &quot;Rosengarten&quot;, in uso dal versante sudtirolese, è attestato già dal XV secolo (1497 Rosengarten, 1506 Kofl am Rosengarten), ed è riferito alla leggenda del mitico Re Laurino e pertanto di carattere eziologico, volendo dare una spiegazione al fenomeno dell'enrosadira. La saga del giardino ha anche dato il nome al cosiddettoGartl (la zona ghiaiosa centrale della cima più alta) che da lontano appare come zona bianca, perché spesso imbiancata di neve già nelle stagioni intermedie.";Dolomiti;112;162;106
172;Pozza di Fassa - Buffaure;False;"
Partendo da Pozza di Fassa, con una moderna cabinovia ad agganciamento automatico, si raggiunge il Buffaure dove gli amanti dello sci e dello snowboard si possono sfogare su circa 16 km di piste, quasi tutte rosse. 
Dall’abitato di Pozza, salendo verso Meida si trova lo Skistadium Aloch con l’omonima pista nera; illuminata a giorno per lo sci notturno, è un vero e proprio stadio dello sci con i suoi 1.000 m di lunghezza, i 500 m di dislivello ed una pendenza media del 27% (massima del 49%). Pozza offre un campo scuola con tanti giochi in località Fraine-Pera di Fassa, ed un anello per lo sci di fondo, illuminato anche alla sera.";Piste da sci;113;163;107
173;Canazei - Belvedere;False;Si raggiunge in pochi minuti da Canazei con la moderna telecabina ad agganciamento automatico oppure in macchina percorrendo alcuni chilometri lungo la Strada Statale 48 delle Dolomiti. In questa zona sciistica si trovano 17 km di piste per ogni livello di difficoltà (prevalentemente rosse).;Piste da sci;114;164;108
174;Scialpinismo sul Monte Pecol;False;Sospeso tra la Val S.Nicolò e la Val dei Monzoni il Monte Pecol risulta un piccolo pulpito regale al centro di un'arena naturale intrisa di sublime bellezza;Sci alpinismo / Sci Escursionismo;115;165;10
175;Punta Rocca;False;La Marmolada è una mèta scialpinistica piuttosto gettonata e il raggiungimento di Punta Rocca (la seconda cima della Marmolada) non risulta particolarmente impegnativo se si esclude l'ultimo breve tratto di dorsale alla vetta (che si percorre a piedi/ramponi).;Sci alpinismo / Sci Escursionismo;115;166;10
176;Sasso Piatto;False;Lo splendido Sassopiatto, elevazione che domina l'Alpe di Siusi, la Val di Fassa e le sue le meravigliose cime dolomitiche, è una mèta classica dello scialpinismo primaverile.;Sci alpinismo / Sci Escursionismo;115;167;10
177;Passeggiata del Rezila;False;"La bella località &quot;Larezila&quot;, poco sotto il crinale del Passo Lusia, è raggiungibile comodamente in auto lungo una forestale";Trekking;116;168;10
178;Trekking al rifugio Contrin;False;Gran Vernel, Marmolada, Ombretta e Colac sono solo alcune delle vette che coronano le creste di questa lunga e selvaggia valle che si incunea in direzione Sud-Est nel massiccio della Marmolada.;Trekking;116;169;10
179;Trekking del Vajolet;False;La conca del Gartl, punto di arrivo di questo itinerario, è uno dei luoghi più affascinanti delle Dolomiti.;Trekking;116;170;10
180;Trekking al Rifugio San Nicolò;False;Questa stupenda escursione conduce al Passo San Nicolò, sulla cui distesa prativa sorge l'omonimo rifugio.;Trekking;116;166;10
181;Giro dei Passi mtb;False;Il  Giro dei Passi mtb, conosciuto anche con il nome di Sellaronda, è probabilmente l'itinerario off-road più interessante delle Dolomiti sotto tutti i punti di vista.;Mountain Bike;0;166;10
182;Giro del Sassolungo;False;Caratteristiche: Percorso di Media Difficoltà;Mountain Bike;0;167;10
183;Da Fuchiade a Forcella Predazzo nel cuore delle Dolomiti di Fassa;False;Sono state definite da Le Courbusier come le più belle sculture naturali del mondo.;Mountain Bike;0;168;10
184;Val di Fassa - Sella Brunech;False;"Come tutti i percorsi della Val di Fassa, anche questo anello può essere contrassegnato con il cosiddetto &quot;&quot;&quot;circoletto verde&quot;&quot;&quot;.";Mountain Bike;0;170;10
185;Val Contrin mtb;False;Si tratta di un itinerario classico della Val di Fassa.;Mountain Bike;0;166;10
186;Marmolada;False;La Marmolada è la regina delle Dolomiti e, con i suoi 3.342 metri, domina su Rocca Pietrore e su tutto l'Agordino.;Dolomiti;117;171;10
187;Rezila - Fuchiade MTB;False;Stupendo percorso ad anello che collega la Val San Pellegrino con i prati di Rezila e con il meraviglioso villaggio alpino di Fuchiade.;Mountain Bike;0;168;10
